"Key Id","Label","Series Break"
"PDSORA-CBSUTSTTAG30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-CBSPUTST","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSORA-CBSPUTSTTAL30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-CBSPUTSTTAG30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-GCFUTST","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - GCF - Overnight and Continuing","SBN2022"
"PDSORA-GCFUTSTTAL30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-GCFUTSTTAG30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-TRIUTST","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSORA-TRIUTSTTAL30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-TRIUTSTTAG30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-UBGUTST","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSORA-UBGUTSTTAL30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-UBGUTSTTAG30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-UBSUTST","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSORA-UBSUTSTTAL30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-UBSUTSTTAG30","Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-CBGUTSET","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSORA-CBGUTSETTAL30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-CBGUTSETTAG30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-CBSUTSET","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSORA-CBSUTSETTAL30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-CBSUTSETTAG30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-CBSPUTSET","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSORA-CBSPUTSETTAL30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-CBSPUTSETTAG30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-GCFUTSET","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Overnight and Continuing","SBN2022"
"PDSORA-GCFUTSETTAL30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-GCFUTSETTAG30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-TRIUTSET","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSORA-TRIUTSETTAL30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-TRIUTSETTAG30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-UBGUTSET","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSORA-UBGUTSETTAL30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-UBGUTSETTAG30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSORA-UBSUTSET","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSORA-UBSUTSETTAL30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSORA-UBSUTSETTAG30","Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBGABS","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-CBGABSTAL30","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBGABSTAG30","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSABS","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSABSTAL30","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSABSTAG30","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSPABS","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSPABSTAL30","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSPABSTAG30","Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFABS","Reverse Repurchase Agreements: Asset-backed securities - GCF - Overnight and Continuing","SBN2022"
"PDSIRRA-GCFABSTAL30","Reverse Repurchase Agreements: Asset-backed securities - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-GCFABSTAG30","Reverse Repurchase Agreements: Asset-backed securities - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-TRIABS","Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSIRRA-TRIABSTAL30","Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-TRIABSTAG30","Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBGABS","Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-UBGABSTAL30","Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBGABSTAG30","Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBSABS","Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-UBSABSTAL30","Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBSABSTAG30","Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBGCD","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-CBGCDTAL30","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBGCDTAG30","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSCD","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSCDTAL30","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSCDTAG30","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSPCD","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSPCDTAL30","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSPCDTAG30","Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFCD","Reverse Repurchase Agreements: Corporate Debt - GCF - Overnight and Continuing","SBN2022"
"PDSIRRA-GCFCDTAL30","Reverse Repurchase Agreements: Corporate Debt - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-GCFCDTAG30","Reverse Repurchase Agreements: Corporate Debt - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-TRICD","Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSIRRA-TRICDTAL30","Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-TRICDTAG30","Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBGCD","Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-UBGCDTAL30","Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBGCDTAG30","Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBSCD","Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-UBSCDTAL30","Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBSCDTAG30","Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBGE","Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-CBGETAL30","Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBGETAG30","Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSE","Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSETAL30","Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSETAG30","Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSPE","Reverse Repurchase Agreements: Equities - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSPETAG30","Reverse Repurchase Agreements: Equities - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFE","Reverse Repurchase Agreements: Equities - GCF - Overnight and Continuing","SBN2022"
"PDSIRRA-GCFETAL30","Reverse Repurchase Agreements: Equities - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSPETAL30","Reverse Repurchase Agreements: Equities - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFETAG30","Reverse Repurchase Agreements: Equities - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-TRIE","Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSIRRA-TRIETAL30","Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-TRIETAG30","Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBGE","Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-UBGETAL30","Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBGETAG30","Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBSE","Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-UBSETAL30","Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBSETAG30","Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBGFGCM","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-CBGFGCMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBGFGCMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSFGCM","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSFGCMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSFGCMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSPFGCM","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSPFGCMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSPFGCMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFFGCM","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Overnight and Continuing","SBN2022"
"PDSIRRA-GCFFGCMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-GCFFGCMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-TRIFGCM","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSIRRA-TRIFGCMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-TRIFGCMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBGFGCM","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-UBGFGCMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBGFGCMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBSFGCM","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-UBSFGCMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBSFGCMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBGFGM","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-CBGFGMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBGFGMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSFGM","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSFGMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSFGMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSPFGM","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSPFGMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSPFGMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFFGM","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - GCF - Overnight and Continuing","SBN2022"
"PDSIRRA-GCFFGMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-GCFFGMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-TRIFGM","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSIRRA-TRIFGMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-TRIFGMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBGFGM","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-UBGFGMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBGFGMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBSFGMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBSFGM","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-UBSFGMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBGFGEM","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-CBGFGEMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBGFGEMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSFGEM","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSFGEMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSFGEMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSPFGEM","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSPFGEMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSPFGEMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFFGEM","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - GCF - Overnight and Continuing","SBN2022"
"PDSIRRA-GCFFGEMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-GCFFGEMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-TRIFGEM","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSIRRA-TRIFGEMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-TRIFGEMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBGFGEM","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-UBGFGEMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBGFGEMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBSFGEM","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-UBSFGEMTAL30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-UBSFGEMTAG30","Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBGO","Reverse Repurchase Agreements: Other - Cleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-CBGOTAL30","Reverse Repurchase Agreements: Other - Cleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBGOTAG30","Reverse Repurchase Agreements: Other - Cleared Bilateral, General - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSO","Reverse Repurchase Agreements: Other - Cleared Bilateral, Specified - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSOTAL30","Reverse Repurchase Agreements: Other - Cleared Bilateral, Specified - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSOTAG30","Reverse Repurchase Agreements: Other - Cleared Bilateral, Specified - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-CBSPO","Reverse Repurchase Agreements: Other - Cleared Bilateral, Sponsored - Overnight and Continuing","SBN2022"
"PDSIRRA-CBSPOTAL30","Reverse Repurchase Agreements: Other - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-CBSPOTAG30","Reverse Repurchase Agreements: Other - Cleared Bilateral, Sponsored - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-GCFO","Reverse Repurchase Agreements: Other - GCF - Overnight and Continuing","SBN2022"
"PDSIRRA-GCFOTAL30","Reverse Repurchase Agreements: Other - GCF - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-GCFOTAG30","Reverse Repurchase Agreements: Other - GCF - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-TRIO","Reverse Repurchase Agreements: Other - Triparty (excluding GCF) - Overnight and Continuing","SBN2022"
"PDSIRRA-TRIOTAL30","Reverse Repurchase Agreements: Other - Triparty (excluding GCF) - Term Agreements (less than 30 days)","SBN2022"
"PDSIRRA-TRIOTAG30","Reverse Repurchase Agreements: Other - Triparty (excluding GCF) - Term Agreements (more than 30 days)","SBN2022"
"PDSIRRA-UBGO","Reverse Repurchase Agreements: Other - Uncleared Bilateral, General - Overnight and Continuing","SBN2022"
"PDSIRRA-UBGOTAL30","Reverse Repurchase Agreements: Other - Uncleared Bilateral, General - Term Agreements (less than 30 days)","SBN2022"
